0.19
0.75
1.12
1.08
0.72
1
3.86
4.66
3.39
0.92
2.47
1.12
1.69
1.69
3.11
0.78
0.19
1.88
3.96
0.41
0.72
0.91
2.53
0.32
2.51
1.83
2.07
2.18
2.58
4.17
3.03
1.28
3.13
0.3
0.38
1.92
1.91
4.21
0.95
2.57
0.6
0.21
0.23
3.77
0.37
2.01
3.73
2.25
1.38
0.94
0.84
1.56
2.92
3.49
2.63
0.68
1.2
4.05
2.17
1.33
0.95
2.62
2.68
2.16
0.61
2.54
1.55
2.19
3.83
3.73
2.44
4.27
1.34
2.43
2.51
1.81
2.97
2.19
1.59
3.96
