3.95
1.72
2.5
2.87
1.51
2.05
4.88
0.97
0.44
1.96
2.6
6.31
3.74
0.98
0.65
1.28
3.11
3.47
1
2.15
2.07
3.02
1.9
2.6
2.22
2.61
1.12
3.27
1.21
2.58
3.39
1.04
0.8
1.09
1.23
2.98
3.88
2
2.81
0.54
1.53
3.63
2.67
0.22
4.19
2.25
0.87
0.73
1.91
2.05
2.28
0.77
0.58
2
2.67
3.93
0.31
2.44
2.42
1.11
2.44
1.56
1.9
3.15
4.74
0.3
2.58
1.55
4.56
2.23
2.3
2.97
3.78
2.79
2.16
1.09
3.2
3.26
1.24
2.91
